,Age_group,Facility,Gender,APR,Predict,County
1409,0 to 17,Kingsbrook Jewish Medical Center,F,Vaginal delivery,7112.172043,Kings
1410,0 to 17,Kingsbrook Jewish Medical Center,M,Cellulitis & other skin infections,7598.290815,Kings
1411,0 to 17,Kingsbrook Jewish Medical Center,M,Cesarean delivery,7842.963831,Kings
1412,0 to 17,Kingsbrook Jewish Medical Center,M,Chronic obstructive pulmonary disease,8505.629146,Kings
1413,0 to 17,Kingsbrook Jewish Medical Center,M,Heart failure,8601.236311,Kings
1414,0 to 17,Kingsbrook Jewish Medical Center,M,Knee joint replacement,20506.44583,Kings
1415,0 to 17,Kingsbrook Jewish Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4298.714086,Kings
1416,0 to 17,Kingsbrook Jewish Medical Center,M,Other pneumonia,8389.800283,Kings
1417,0 to 17,Kingsbrook Jewish Medical Center,M,Schizophrenia,3822.363711,Kings
1418,0 to 17,Kingsbrook Jewish Medical Center,M,Septicemia & disseminated infections,8946.421349,Kings
1419,0 to 17,Kingsbrook Jewish Medical Center,M,Vaginal delivery,7342.481586,Kings
1420,0 to 17,Lenox Hill Hospital,F,Cellulitis & other skin infections,10344.3406,New York
1421,0 to 17,Lenox Hill Hospital,F,Cesarean delivery,10589.01361,New York
1422,0 to 17,Lenox Hill Hospital,F,Chronic obstructive pulmonary disease,11251.67893,New York
1423,0 to 17,Lenox Hill Hospital,F,Heart failure,11347.28609,New York
1424,0 to 17,Lenox Hill Hospital,F,Knee joint replacement,23252.49561,New York
1425,0 to 17,Lenox Hill Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",7044.763868,New York
1426,0 to 17,Lenox Hill Hospital,F,Other pneumonia,11135.85007,New York
1427,0 to 17,Lenox Hill Hospital,F,Schizophrenia,6568.413493,New York
1428,0 to 17,Lenox Hill Hospital,F,Septicemia & disseminated infections,11692.47113,New York
1429,0 to 17,Lenox Hill Hospital,F,Vaginal delivery,10088.53137,New York
1430,0 to 17,Lenox Hill Hospital,M,Cellulitis & other skin infections,10574.65014,New York
1431,0 to 17,Lenox Hill Hospital,M,Cesarean delivery,10819.32316,New York
1432,0 to 17,Lenox Hill Hospital,M,Chronic obstructive pulmonary disease,11481.98847,New York
1433,0 to 17,Lenox Hill Hospital,M,Heart failure,11577.59564,New York
1434,0 to 17,Lenox Hill Hospital,M,Knee joint replacement,23482.80516,New York
1435,0 to 17,Lenox Hill Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",7275.073411,New York
1436,0 to 17,Lenox Hill Hospital,M,Other pneumonia,11366.15961,New York
1437,0 to 17,Lenox Hill Hospital,M,Schizophrenia,6798.723036,New York
1438,0 to 17,Lenox Hill Hospital,M,Septicemia & disseminated infections,11922.78067,New York
1439,0 to 17,Lenox Hill Hospital,M,Vaginal delivery,10318.84091,New York
1440,0 to 17,Lewis County General Hospital,F,Cellulitis & other skin infections,4156.293645,Lewis
1441,0 to 17,Lewis County General Hospital,F,Cesarean delivery,4400.966661,Lewis
1442,0 to 17,Lewis County General Hospital,F,Chronic obstructive pulmonary disease,5063.631975,Lewis
1443,0 to 17,Lewis County General Hospital,F,Heart failure,5159.239141,Lewis
1444,0 to 17,Lewis County General Hospital,F,Knee joint replacement,17064.44866,Lewis
1445,0 to 17,Lewis County General Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",856.7169155,Lewis
1446,0 to 17,Lewis County General Hospital,F,Other pneumonia,4947.803113,Lewis
1447,0 to 17,Lewis County General Hospital,F,Schizophrenia,380.366541,Lewis
1448,0 to 17,Lewis County General Hospital,F,Septicemia & disseminated infections,5504.424179,Lewis
1449,0 to 17,Lewis County General Hospital,F,Vaginal delivery,3900.484416,Lewis
1450,0 to 17,Lewis County General Hospital,M,Cellulitis & other skin infections,4386.603188,Lewis
1451,0 to 17,Lewis County General Hospital,M,Cesarean delivery,4631.276204,Lewis
1452,0 to 17,Lewis County General Hospital,M,Chronic obstructive pulmonary disease,5293.941518,Lewis
1453,0 to 17,Lewis County General Hospital,M,Heart failure,5389.548684,Lewis
1454,0 to 17,Lewis County General Hospital,M,Knee joint replacement,17294.7582,Lewis
1455,0 to 17,Lewis County General Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1087.026459,Lewis
1456,0 to 17,Lewis County General Hospital,M,Other pneumonia,5178.112656,Lewis
1457,0 to 17,Lewis County General Hospital,M,Schizophrenia,610.676084,Lewis
1458,0 to 17,Lewis County General Hospital,M,Septicemia & disseminated infections,5734.733722,Lewis
1459,0 to 17,Lewis County General Hospital,M,Vaginal delivery,4130.793959,Lewis
1460,0 to 17,Lincoln Medical & Mental Health Center,F,Cellulitis & other skin infections,5014.543961,Bronx
1461,0 to 17,Lincoln Medical & Mental Health Center,F,Cesarean delivery,5259.216977,Bronx
1462,0 to 17,Lincoln Medical & Mental Health Center,F,Chronic obstructive pulmonary disease,5921.882291,Bronx
1463,0 to 17,Lincoln Medical & Mental Health Center,F,Heart failure,6017.489457,Bronx
1464,0 to 17,Lincoln Medical & Mental Health Center,F,Knee joint replacement,17922.69898,Bronx
1465,0 to 17,Lincoln Medical & Mental Health Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1714.967231,Bronx
1466,0 to 17,Lincoln Medical & Mental Health Center,F,Other pneumonia,5806.053429,Bronx
1467,0 to 17,Lincoln Medical & Mental Health Center,F,Schizophrenia,1238.616857,Bronx
1468,0 to 17,Lincoln Medical & Mental Health Center,F,Septicemia & disseminated infections,6362.674495,Bronx
1469,0 to 17,Lincoln Medical & Mental Health Center,F,Vaginal delivery,4758.734731,Bronx
1470,0 to 17,Lincoln Medical & Mental Health Center,M,Cellulitis & other skin infections,5244.853504,Bronx
1471,0 to 17,Lincoln Medical & Mental Health Center,M,Cesarean delivery,5489.52652,Bronx
1472,0 to 17,Lincoln Medical & Mental Health Center,M,Chronic obstructive pulmonary disease,6152.191834,Bronx
1473,0 to 17,Lincoln Medical & Mental Health Center,M,Heart failure,6247.799,Bronx
1474,0 to 17,Lincoln Medical & Mental Health Center,M,Knee joint replacement,18153.00852,Bronx
1475,0 to 17,Lincoln Medical & Mental Health Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",1945.276774,Bronx
1476,0 to 17,Lincoln Medical & Mental Health Center,M,Other pneumonia,6036.362972,Bronx
1477,0 to 17,Lincoln Medical & Mental Health Center,M,Schizophrenia,1468.9264,Bronx
1478,0 to 17,Lincoln Medical & Mental Health Center,M,Septicemia & disseminated infections,6592.984038,Bronx
1479,0 to 17,Lincoln Medical & Mental Health Center,M,Vaginal delivery,4989.044274,Bronx
1480,0 to 17,Little Falls Hospital,F,Cellulitis & other skin infections,1668.661557,Herkimer
1481,0 to 17,Little Falls Hospital,F,Cesarean delivery,1913.334573,Herkimer
1482,0 to 17,Little Falls Hospital,F,Chronic obstructive pulmonary disease,2575.999887,Herkimer
1483,0 to 17,Little Falls Hospital,F,Heart failure,2671.607053,Herkimer
1484,0 to 17,Little Falls Hospital,F,Knee joint replacement,14576.81657,Herkimer
1485,0 to 17,Little Falls Hospital,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1630.915173,Herkimer
1486,0 to 17,Little Falls Hospital,F,Other pneumonia,2460.171025,Herkimer
1487,0 to 17,Little Falls Hospital,F,Schizophrenia,-2107.265547,Herkimer
1488,0 to 17,Little Falls Hospital,F,Septicemia & disseminated infections,3016.792091,Herkimer
1489,0 to 17,Little Falls Hospital,F,Vaginal delivery,1412.852327,Herkimer
1490,0 to 17,Little Falls Hospital,M,Cellulitis & other skin infections,1898.9711,Herkimer
1491,0 to 17,Little Falls Hospital,M,Cesarean delivery,2143.644116,Herkimer
1492,0 to 17,Little Falls Hospital,M,Chronic obstructive pulmonary disease,2806.30943,Herkimer
1493,0 to 17,Little Falls Hospital,M,Heart failure,2901.916596,Herkimer
1494,0 to 17,Little Falls Hospital,M,Knee joint replacement,14807.12612,Herkimer
1495,0 to 17,Little Falls Hospital,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",-1400.60563,Herkimer
1496,0 to 17,Little Falls Hospital,M,Other pneumonia,2690.480568,Herkimer
1497,0 to 17,Little Falls Hospital,M,Schizophrenia,-1876.956004,Herkimer
1498,0 to 17,Little Falls Hospital,M,Septicemia & disseminated infections,3247.101634,Herkimer
1499,0 to 17,Little Falls Hospital,M,Vaginal delivery,1643.16187,Herkimer
1500,0 to 17,Long Island Jewish Forest Hills,F,Cellulitis & other skin infections,9356.460464,Queens
1501,0 to 17,Long Island Jewish Forest Hills,F,Cesarean delivery,9601.13348,Queens
1502,0 to 17,Long Island Jewish Forest Hills,F,Chronic obstructive pulmonary disease,10263.79879,Queens
1503,0 to 17,Long Island Jewish Forest Hills,F,Heart failure,10359.40596,Queens
1504,0 to 17,Long Island Jewish Forest Hills,F,Knee joint replacement,22264.61548,Queens
1505,0 to 17,Long Island Jewish Forest Hills,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6056.883734,Queens
1506,0 to 17,Long Island Jewish Forest Hills,F,Other pneumonia,10147.96993,Queens
1507,0 to 17,Long Island Jewish Forest Hills,F,Schizophrenia,5580.53336,Queens
1508,0 to 17,Long Island Jewish Forest Hills,F,Septicemia & disseminated infections,10704.591,Queens
1509,0 to 17,Long Island Jewish Forest Hills,F,Vaginal delivery,9100.651234,Queens
1510,0 to 17,Long Island Jewish Forest Hills,M,Cellulitis & other skin infections,9586.770007,Queens
1511,0 to 17,Long Island Jewish Forest Hills,M,Cesarean delivery,9831.443023,Queens
1512,0 to 17,Long Island Jewish Forest Hills,M,Chronic obstructive pulmonary disease,10494.10834,Queens
1513,0 to 17,Long Island Jewish Forest Hills,M,Heart failure,10589.7155,Queens
1514,0 to 17,Long Island Jewish Forest Hills,M,Knee joint replacement,22494.92502,Queens
1515,0 to 17,Long Island Jewish Forest Hills,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",6287.193277,Queens
1516,0 to 17,Long Island Jewish Forest Hills,M,Other pneumonia,10378.27948,Queens
1517,0 to 17,Long Island Jewish Forest Hills,M,Schizophrenia,5810.842903,Queens
1518,0 to 17,Long Island Jewish Forest Hills,M,Septicemia & disseminated infections,10934.90054,Queens
1519,0 to 17,Long Island Jewish Forest Hills,M,Vaginal delivery,9330.960777,Queens
1520,0 to 17,Long Island Jewish Medical Center,F,Cellulitis & other skin infections,10384.22913,Queens
1521,0 to 17,Long Island Jewish Medical Center,F,Cesarean delivery,10628.90215,Queens
1522,0 to 17,Long Island Jewish Medical Center,F,Chronic obstructive pulmonary disease,11291.56746,Queens
1523,0 to 17,Long Island Jewish Medical Center,F,Heart failure,11387.17463,Queens
1524,0 to 17,Long Island Jewish Medical Center,F,Knee joint replacement,23292.38414,Queens
1525,0 to 17,Long Island Jewish Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",7084.6524,Queens
1526,0 to 17,Long Island Jewish Medical Center,F,Other pneumonia,11175.7386,Queens
1527,0 to 17,Long Island Jewish Medical Center,F,Schizophrenia,6608.302026,Queens
1528,0 to 17,Long Island Jewish Medical Center,F,Septicemia & disseminated infections,11732.35966,Queens
1529,0 to 17,Long Island Jewish Medical Center,F,Vaginal delivery,10128.4199,Queens
1530,0 to 17,Long Island Jewish Medical Center,M,Cellulitis & other skin infections,10614.53867,Queens
1531,0 to 17,Long Island Jewish Medical Center,M,Cesarean delivery,10859.21169,Queens
1532,0 to 17,Long Island Jewish Medical Center,M,Chronic obstructive pulmonary disease,11521.877,Queens
1533,0 to 17,Long Island Jewish Medical Center,M,Heart failure,11617.48417,Queens
1534,0 to 17,Long Island Jewish Medical Center,M,Knee joint replacement,23522.69369,Queens
1535,0 to 17,Long Island Jewish Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",7314.961943,Queens
1536,0 to 17,Long Island Jewish Medical Center,M,Other pneumonia,11406.04814,Queens
1537,0 to 17,Long Island Jewish Medical Center,M,Schizophrenia,6838.611569,Queens
1538,0 to 17,Long Island Jewish Medical Center,M,Septicemia & disseminated infections,11962.66921,Queens
1539,0 to 17,Long Island Jewish Medical Center,M,Vaginal delivery,10358.72944,Queens
1540,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Cellulitis & other skin infections,8635.81069,Nassau
1541,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Cesarean delivery,8880.483706,Nassau
1542,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Chronic obstructive pulmonary disease,9543.14902,Nassau
1543,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Heart failure,9638.756186,Nassau
1544,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Knee joint replacement,21543.96571,Nassau
1545,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5336.23396,Nassau
1546,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Other pneumonia,9427.320158,Nassau
1547,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Schizophrenia,4859.883586,Nassau
1548,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Septicemia & disseminated infections,9983.941224,Nassau
1549,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,F,Vaginal delivery,8380.001461,Nassau
1550,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Cellulitis & other skin infections,8866.120233,Nassau
1551,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Cesarean delivery,9110.793249,Nassau
1552,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Chronic obstructive pulmonary disease,9773.458563,Nassau
1553,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Heart failure,9869.065729,Nassau
1554,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Knee joint replacement,21774.27525,Nassau
1555,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",5566.543503,Nassau
1556,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Other pneumonia,9657.629701,Nassau
1557,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Schizophrenia,5090.193129,Nassau
1558,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Septicemia & disseminated infections,10214.25077,Nassau
1559,0 to 17,Long Island Jewish Schneiders Children's Hospital Division,M,Vaginal delivery,8610.311004,Nassau
1560,0 to 17,Long Island Jewish Valley Stream,F,Cellulitis & other skin infections,11098.25503,Nassau
1561,0 to 17,Long Island Jewish Valley Stream,F,Cesarean delivery,11342.92804,Nassau
1562,0 to 17,Long Island Jewish Valley Stream,F,Chronic obstructive pulmonary disease,12005.59336,Nassau
1563,0 to 17,Long Island Jewish Valley Stream,F,Heart failure,12101.20052,Nassau
1564,0 to 17,Long Island Jewish Valley Stream,F,Knee joint replacement,24006.41004,Nassau
1565,0 to 17,Long Island Jewish Valley Stream,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",7798.678299,Nassau
1566,0 to 17,Long Island Jewish Valley Stream,F,Other pneumonia,11889.7645,Nassau
1567,0 to 17,Long Island Jewish Valley Stream,F,Schizophrenia,7322.327924,Nassau
1568,0 to 17,Long Island Jewish Valley Stream,F,Septicemia & disseminated infections,12446.38556,Nassau
1569,0 to 17,Long Island Jewish Valley Stream,F,Vaginal delivery,10842.4458,Nassau
1570,0 to 17,Long Island Jewish Valley Stream,M,Cellulitis & other skin infections,11328.56457,Nassau
1571,0 to 17,Long Island Jewish Valley Stream,M,Cesarean delivery,11573.23759,Nassau
1572,0 to 17,Long Island Jewish Valley Stream,M,Chronic obstructive pulmonary disease,12235.9029,Nassau
1573,0 to 17,Long Island Jewish Valley Stream,M,Heart failure,12331.51007,Nassau
1574,0 to 17,Long Island Jewish Valley Stream,M,Knee joint replacement,24236.71959,Nassau
1575,0 to 17,Long Island Jewish Valley Stream,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",8028.987842,Nassau
1576,0 to 17,Long Island Jewish Valley Stream,M,Other pneumonia,12120.07404,Nassau
1577,0 to 17,Long Island Jewish Valley Stream,M,Schizophrenia,7552.637467,Nassau
1578,0 to 17,Long Island Jewish Valley Stream,M,Septicemia & disseminated infections,12676.69511,Nassau
1579,0 to 17,Long Island Jewish Valley Stream,M,Vaginal delivery,11072.75534,Nassau
1580,0 to 17,Maimonides Medical Center,F,Cellulitis & other skin infections,7215.99258,Kings
1581,0 to 17,Maimonides Medical Center,F,Cesarean delivery,7460.665596,Kings
1582,0 to 17,Maimonides Medical Center,F,Chronic obstructive pulmonary disease,8123.33091,Kings
1583,0 to 17,Maimonides Medical Center,F,Heart failure,8218.938076,Kings
1584,0 to 17,Maimonides Medical Center,F,Knee joint replacement,20124.14759,Kings
1585,0 to 17,Maimonides Medical Center,F,"Neonate birthwt >2499g, normal newborn or neonate w other problem",3916.41585,Kings
1586,0 to 17,Maimonides Medical Center,F,Other pneumonia,8007.502048,Kings
1587,0 to 17,Maimonides Medical Center,F,Schizophrenia,3440.065475,Kings
1588,0 to 17,Maimonides Medical Center,F,Septicemia & disseminated infections,8564.123113,Kings
1589,0 to 17,Maimonides Medical Center,F,Vaginal delivery,6960.18335,Kings
1590,0 to 17,Maimonides Medical Center,M,Cellulitis & other skin infections,7446.302123,Kings
1591,0 to 17,Maimonides Medical Center,M,Cesarean delivery,7690.975139,Kings
1592,0 to 17,Maimonides Medical Center,M,Chronic obstructive pulmonary disease,8353.640453,Kings
1593,0 to 17,Maimonides Medical Center,M,Heart failure,8449.247619,Kings
1594,0 to 17,Maimonides Medical Center,M,Knee joint replacement,20354.45714,Kings
1595,0 to 17,Maimonides Medical Center,M,"Neonate birthwt >2499g, normal newborn or neonate w other problem",4146.725393,Kings
1596,0 to 17,Maimonides Medical Center,M,Other pneumonia,8237.811591,Kings
1597,0 to 17,Maimonides Medical Center,M,Schizophrenia,3670.375018,Kings
1598,0 to 17,Maimonides Medical Center,M,Septicemia & disseminated infections,8794.432656,Kings
1599,0 to 17,Maimonides Medical Center,M,Vaginal delivery,7190.492893,Kings
